,tipo,barrio,sup_cubierta,piso,habs,precio
2144,PH,Villa Urquiza,63.0,0,2,159000.0
2145,store,Belgrano,130.0,0,1,550000.0
2146,PH,San Telmo,40.0,0,1,49000.0
2147,apartment,Villa Urquiza,45.0,11,2,150000.0
2148,apartment,Villa Urquiza,32.0,15,1,109824.0
2149,PH,Parque Avellaneda,150.0,0,3,170000.0
2150,apartment,Flores,95.0,1,3,255000.0
2151,PH,Floresta,50.0,0,2,135000.0
2152,apartment,Barrio Norte,54.0,1,3,145000.0
2153,apartment,Recoleta,85.0,1,4,255000.0
2154,PH,Monserrat,127.0,0,3,212000.0
2155,PH,San Cristobal,166.0,0,5,340000.0
2156,apartment,Caballito,75.0,1,3,199000.0
2157,apartment,Retiro,90.0,4,4,247000.0
2158,apartment,Caballito,70.0,6,3,245000.0
2159,apartment,Belgrano,74.0,1,3,188000.0
2160,PH,Recoleta,105.0,0,5,298000.0
2161,apartment,Caballito,36.0,34,1,124500.0
2162,apartment,Floresta,120.0,7,4,208000.0
2163,apartment,Palermo Soho,64.0,2,3,150000.0
2164,apartment,Belgrano,36.0,12,1,111400.0
2165,apartment,Barrio Norte,125.0,7,4,360000.0
2166,apartment,Belgrano,29.0,12,1,96040.0
2167,apartment,Belgrano,28.0,12,1,77000.0
2168,apartment,Belgrano,53.0,12,1,173500.0
2169,apartment,Belgrano,53.0,12,1,179400.0
2170,apartment,Belgrano,28.0,12,1,101760.0
2171,apartment,Belgrano,53.0,12,1,197400.0
2172,apartment,Belgrano,32.0,12,1,130750.0
2173,house,Capital Federal,248.0,0,4,540000.0
2174,apartment,Barrio Norte,95.0,1,4,320000.0
2175,house,Capital Federal,300.0,0,4,410000.0
2176,house,Villa Luro,130.0,0,3,199000.0
2177,PH,Floresta,105.0,0,4,165000.0
2178,apartment,Mataderos,44.0,1,3,51000.0
2179,PH,Villa Riachuelo,66.0,0,4,150000.0
2180,house,Villa Lugano,170.0,0,3,335000.0
2181,apartment,Villa Lugano,65.0,11,3,59000.0
2182,apartment,Caballito,38.0,1,2,73000.0
2183,PH,Flores,130.0,0,2,190000.0
2184,apartment,Almagro,61.0,7,3,144000.0
2185,apartment,Flores,129.0,1,5,148000.0
2186,apartment,Barrio Norte,74.0,1,4,180000.0
2187,apartment,Palermo,37.0,7,2,103000.0
2188,apartment,Barracas,46.0,1,2,80000.0
2189,apartment,Barracas,45.0,1,2,82000.0
2190,apartment,Barracas,46.0,4,2,87000.0
2191,apartment,Barracas,45.0,4,2,89000.0
2192,apartment,Barracas,46.0,5,2,90000.0
2193,apartment,Barracas,45.0,5,2,92000.0
2194,apartment,Barracas,46.0,6,2,92000.0
2195,apartment,Barracas,45.0,6,2,94000.0
2196,apartment,Barrio Norte,135.0,2,4,340000.0
2197,apartment,Palermo Soho,54.0,10,2,170000.0
2198,apartment,Once,86.0,4,3,135000.0
2199,apartment,Barrio Norte,190.0,1,4,460000.0
2200,PH,Nuñez,82.0,0,4,205000.0
2201,PH,Villa Crespo,280.0,0,6,460000.0
2202,apartment,Nuñez,50.0,4,2,168000.0
2203,house,Flores,124.0,0,4,129900.0
2204,apartment,Almagro,53.0,2,2,90000.0
2205,apartment,Palermo Viejo,75.0,1,4,320000.0
2206,PH,Barrio Norte,75.0,0,4,320000.0
2207,apartment,Villa Urquiza,62.0,1,3,180000.0
2208,house,Liniers,100.0,0,4,236000.0
2209,house,Flores,164.0,0,4,263000.0
2210,apartment,Belgrano,74.0,1,3,188000.0
2211,house,Villa Lugano,440.0,0,5,270000.0
2212,apartment,Caballito,58.0,8,3,179992.0
2213,apartment,Caballito,35.0,8,1,95991.0
2214,apartment,Caballito,32.0,8,1,107997.0
2215,apartment,Belgrano,162.0,3,4,425000.0
2216,apartment,Capital Federal,56.0,1,2,150000.0
2217,apartment,Saavedra,32.0,1,1,76000.0
2218,apartment,Saavedra,34.0,1,1,80000.0
2219,apartment,Saavedra,34.0,1,1,92000.0
2220,apartment,Saavedra,31.0,1,1,85000.0
2221,apartment,Saavedra,32.0,2,1,80000.0
2222,apartment,Saavedra,34.0,2,1,83000.0
2223,apartment,Saavedra,55.0,2,2,145000.0
2224,apartment,Saavedra,56.0,3,2,165000.0
2225,apartment,Recoleta,56.0,11,2,160000.0
2226,apartment,Almagro,125.0,2,4,255000.0
2227,apartment,Villa Urquiza,56.0,2,2,165000.0
2228,apartment,Villa Devoto,35.0,2,1,79000.0
2229,apartment,Boca,31.0,1,1,55000.0
2230,apartment,Flores,43.0,12,2,76000.0
2231,apartment,Flores,57.0,7,3,129000.0
2232,apartment,Villa Urquiza,78.0,1,2,127000.0
2233,apartment,Palermo,139.0,4,3,415000.0
2234,apartment,Villa Urquiza,50.0,1,2,112000.0
2235,apartment,Villa Urquiza,35.0,1,1,80000.0
2236,apartment,Almagro,68.0,3,4,148000.0
2237,apartment,Balvanera,25.0,13,1,69000.0
2238,house,Paternal,20.0,0,6,289000.0
2239,apartment,Palermo,82.0,1,3,280000.0
2240,apartment,Caballito,64.0,3,2,144000.0
2241,apartment,Caballito,135.0,3,4,335000.0
2242,apartment,Monserrat,67.0,10,3,145000.0
2243,apartment,Caballito,36.0,5,1,82000.0
2244,apartment,Paternal,80.0,1,3,167937.0
2245,apartment,Recoleta,350.0,1,4,519000.0
2246,apartment,Balvanera,76.0,1,3,135000.0
2247,apartment,San Nicolás,100.0,2,4,159500.0
2248,house,Flores,20.0,0,6,400000.0
2249,house,Flores,20.0,0,6,229000.0
2250,apartment,Monserrat,175.0,1,5,245000.0
2251,apartment,Barrio Norte,67.0,1,2,129800.0
2252,apartment,Villa Urquiza,72.0,10,3,155000.0
2253,apartment,Las Cañitas,230.0,4,4,698000.0
2254,PH,Almagro,120.0,0,4,250000.0
2255,apartment,Villa Crespo,35.0,13,1,79000.0
2256,apartment,Villa Crespo,35.0,13,1,75200.0
2257,house,Mataderos,183.0,0,4,289000.0
2258,PH,Chacarita,110.0,0,3,188000.0
2259,apartment,Boedo,20.0,14,1,41000.0
2260,apartment,Recoleta,201.0,8,5,425000.0
2261,house,Capital Federal,308.0,0,3,665000.0
2262,apartment,Palermo Hollywood,61.0,2,2,229000.0
2263,house,Capital Federal,380.0,0,2,870000.0
2264,house,Capital Federal,205.0,0,3,415000.0
2265,PH,Floresta,79.0,0,4,132000.0
2266,PH,Floresta,90.0,0,4,195000.0
2267,apartment,Caballito,89.0,1,3,255000.0
2268,apartment,Barrio Norte,375.0,1,5,990000.0
2269,PH,Mataderos,75.0,0,4,95000.0
2270,apartment,Caballito,52.0,1,3,205000.0
2271,apartment,Las Cañitas,92.0,19,4,599000.0
2272,apartment,Las Cañitas,136.0,7,4,380000.0
2273,apartment,Flores,43.0,3,2,95000.0
2274,PH,Villa Santa Rita,63.0,0,4,180000.0
2275,apartment,Coghlan,36.0,2,2,92000.0
2276,apartment,Villa del Parque,50.0,2,3,109000.0
2277,house,Liniers,280.0,0,1,300000.0
2278,house,Boca,408.0,0,5,280000.0
2279,apartment,Las Cañitas,35.0,1,1,135000.0
2280,house,Almagro,184.0,0,0,385000.0
2281,house,Almagro,184.0,0,5,385000.0
2282,PH,Floresta,30.0,0,2,74000.0
2283,house,Capital Federal,310.0,0,3,585000.0
2284,house,Capital Federal,98.0,0,4,285000.0
2285,house,Capital Federal,400.0,0,4,850000.0
2286,apartment,Capital Federal,76.0,3,3,245000.0
2287,house,Capital Federal,280.0,0,3,700000.0
2288,house,Villa Urquiza,100.0,0,3,295000.0
2289,apartment,Belgrano,55.0,8,2,160000.0
2290,house,Belgrano,207.0,0,5,480000.0
2291,apartment,Flores,56.0,4,1,105000.0
2292,apartment,Belgrano,25.0,7,1,70000.0
2293,apartment,Belgrano,191.0,10,5,499999.0
2294,PH,Villa Urquiza,20.0,0,4,260000.0
2295,apartment,Caballito,20.0,5,1,55000.0
2296,apartment,Balvanera,48.0,1,2,122000.0
2297,house,Villa Crespo,165.0,0,5,350000.0
2298,PH,Floresta,75.0,0,4,125000.0
2299,apartment,Congreso,33.0,2,2,65000.0
2300,PH,Caballito,188.0,0,5,332000.0
2301,PH,Almagro,31.0,0,1,92000.0
2302,PH,Liniers,130.0,0,4,260000.0
2303,apartment,Villa Urquiza,50.0,2,3,135000.0
2304,PH,San Cristobal,70.0,0,3,150000.0
2305,apartment,Coghlan,54.0,5,2,170000.0
2306,house,Parque Patricios,324.0,0,3,550000.0
2307,apartment,Caballito,95.0,1,4,220000.0
2308,apartment,Villa Devoto,190.0,1,4,375000.0
2309,apartment,Paternal,190.0,1,4,375000.0
2310,apartment,Villa del Parque,190.0,1,4,375000.0
2311,apartment,Villa General Mitre,190.0,1,4,375000.0
2312,apartment,Villa Santa Rita,190.0,1,4,375000.0
2313,house,Capital Federal,440.0,0,4,820000.0
2314,apartment,Villa Urquiza,86.0,4,4,228000.0
2315,house,Capital Federal,165.0,0,2,355000.0
2316,house,Capital Federal,211.0,0,3,369000.0
2317,house,Capital Federal,460.0,0,3,950000.0
2318,house,Capital Federal,292.0,0,4,540000.0
2319,apartment,Palermo Soho,38.0,1,1,94000.0
2320,apartment,Almagro,105.0,2,3,270000.0
2321,PH,Monserrat,157.0,0,4,218000.0
2322,house,Boedo,136.0,0,5,245000.0
2323,apartment,Belgrano,62.0,1,3,199000.0
2324,apartment,Balvanera,35.0,2,2,66000.0
2325,apartment,Barrio Norte,37.0,8,1,155000.0
2326,apartment,Almagro,30.0,1,1,125000.0
2327,apartment,Belgrano,32.0,7,1,97000.0
2328,apartment,Paternal,164.0,1,4,310000.0
2329,PH,Flores,159.0,0,4,215000.0
2330,apartment,Flores,60.0,7,3,155000.0
2331,PH,Villa Devoto,100.0,0,3,185000.0
2332,house,Parque Chacabuco,90.0,0,4,198000.0
2333,PH,San Cristobal,94.0,0,3,145000.0
2334,house,Villa Luro,380.0,0,5,1020000.0
2335,apartment,Congreso,35.0,1,2,118000.0
2336,house,Palermo,580.0,0,0,1100000.0
2337,apartment,Belgrano,45.0,5,2,129000.0
2338,house,Belgrano,300.0,0,4,950000.0
2339,apartment,Floresta,59.0,12,3,115000.0
2340,apartment,Villa del Parque,37.0,8,2,82000.0
2341,house,Villa Lugano,150.0,0,3,168000.0
2342,house,Villa Lugano,120.0,0,2,240000.0
2343,PH,Palermo,170.0,0,5,390000.0
2344,apartment,Palermo,99.0,1,3,300000.0
2345,house,Capital Federal,110.0,0,2,158000.0
2346,apartment,Nuñez,81.0,11,3,320000.0
2347,house,Capital Federal,425.0,0,2,720000.0
2348,house,Capital Federal,541.0,0,5,2100000.0
2349,apartment,Belgrano,140.0,2,4,300000.0
2350,apartment,Colegiales,40.0,2,2,89000.0
2351,house,Belgrano,125.0,0,4,310000.0
2352,PH,Palermo,42.0,0,2,149000.0
2353,PH,Coghlan,110.0,0,3,215000.0
2354,apartment,Almagro,35.0,3,2,59000.0
2355,PH,Palermo,40.0,0,3,90000.0
2356,house,Flores,274.0,0,5,440000.0
2357,house,Flores,154.0,0,4,290000.0
2358,apartment,Saavedra,50.0,1,2,100000.0
2359,house,Saavedra,50.0,0,2,135000.0
2360,house,Saavedra,91.0,0,3,170000.0
2361,house,Saavedra,90.0,0,3,145000.0
2362,house,Saavedra,58.0,0,2,135000.0
2363,apartment,Saavedra,56.0,5,2,112000.0
2364,apartment,Villa Lugano,60.0,7,4,48000.0
2365,apartment,Villa Lugano,54.0,3,3,95000.0
2366,apartment,Villa Lugano,46.0,1,3,85000.0
2367,PH,Villa Lugano,92.0,0,3,90000.0
2368,house,Villa Lugano,208.0,0,4,110000.0
2369,apartment,Villa Lugano,300.0,1,5,125000.0
2370,house,Belgrano,380.0,0,5,680000.0
2371,apartment,Belgrano,73.0,1,3,185000.0
2372,apartment,Monserrat,81.0,4,3,105000.0
2373,apartment,San Cristobal,31.0,12,1,60000.0
2374,apartment,Barracas,42.0,15,1,85000.0
2375,apartment,Barracas,48.0,15,2,93000.0
2376,apartment,Caballito,30.0,7,1,58000.0
2377,apartment,Boedo,42.0,7,2,84000.0
2378,apartment,Boedo,41.0,4,1,74000.0
2379,apartment,Barrio Norte,330.0,1,5,1100000.0
2380,house,Congreso,28.0,0,1,63000.0
2381,PH,Balvanera,52.0,0,3,72000.0
2382,PH,Villa Urquiza,61.0,0,3,106000.0
2383,apartment,Balvanera,63.0,8,3,110000.0
2384,apartment,Floresta,75.0,4,4,145000.0
2385,apartment,Caballito,30.0,1,1,75000.0
2386,apartment,Centro / Microcentro,31.0,14,2,75000.0
2387,PH,Villa Devoto,140.0,0,5,159000.0
2388,PH,Villa Lugano,55.0,0,3,78000.0
2389,PH,Villa Lugano,77.0,0,3,92000.0
2390,house,Villa Lugano,93.0,0,3,130000.0
2391,apartment,Almagro,37.0,6,2,78000.0
2392,house,Caballito,350.0,0,5,700000.0
2393,house,Flores,290.0,0,5,250000.0
2394,house,Flores,67.0,0,3,130000.0
2395,apartment,Villa Urquiza,35.0,5,1,590000.0
2396,house,Flores,180.0,0,5,260000.0
2397,apartment,Caballito,37.0,10,1,94272.0
2398,apartment,Once,70.0,1,4,105000.0
2399,house,Villa Lugano,64.0,0,3,100000.0
2400,apartment,Boedo,37.0,4,1,1202000.0
2401,apartment,Once,30.0,8,1,60000.0
2402,apartment,Flores,37.0,8,1,1324000.0
2403,apartment,Palermo,36.0,1,2,120000.0
2404,apartment,Palermo,43.0,6,2,1228700.0
2405,apartment,Congreso,31.0,12,1,622100.0
2406,apartment,Boca,47.0,15,2,851800.0
2407,apartment,Floresta,92.0,7,4,175000.0
2408,house,Caballito,180.0,0,5,289800.0
2409,apartment,Palermo,76.0,1,4,200000.0
2410,apartment,Palermo,76.0,1,4,200000.0
2411,house,Saavedra,110.0,0,4,187500.0
2412,apartment,Recoleta,110.0,6,4,440000.0
2413,apartment,Nuñez,50.0,1,1,138000.0
2414,apartment,Nuñez,59.0,1,2,249000.0
2415,apartment,San Cristobal,67.0,1,4,115000.0
2416,PH,Monserrat,106.0,0,1,120000.0
2417,apartment,Recoleta,18.0,3,1,57000.0
2418,apartment,Saavedra,44.0,4,2,1744000.0
2419,apartment,Palermo,128.0,1,5,270000.0
2420,house,Puerto Madero,100.0,0,5,345000.0
2421,apartment,Recoleta,117.0,1,4,335000.0
2422,apartment,Flores,46.0,2,3,79900.0
2423,apartment,Villa del Parque,103.0,8,4,200000.0
2424,apartment,Barracas,42.0,15,1,1419000.0
2425,house,Boedo,270.0,0,5,370000.0
2426,house,Boedo,285.0,0,5,450000.0
2427,PH,Mataderos,150.0,0,5,175000.0
2428,house,Nuñez,65.0,0,2,239000.0
2429,apartment,Barrio Norte,44.0,1,2,94500.0
2430,apartment,Villa Lugano,40.0,3,1,45000.0
2431,apartment,Belgrano,25.0,8,1,70000.0
2432,apartment,Barracas,42.0,10,1,87000.0
2433,house,Villa Crespo,100.0,0,4,230000.0
2434,house,Recoleta,68.0,0,4,210000.0
2435,apartment,Parque Patricios,45.0,5,2,61000.0
2436,apartment,Barrio Norte,67.0,24,3,240000.0
2437,apartment,Barrio Norte,58.0,6,3,120000.0
2438,house,Versalles,65.0,0,3,115000.0
2439,house,Flores,100.0,0,3,165000.0
2440,house,Parque Avellaneda,145.0,0,5,200000.0
2441,PH,Almagro,130.0,0,5,154000.0
2442,house,Palermo,90.0,0,4,250000.0
2443,PH,Villa Urquiza,95.0,0,5,170000.0
2444,house,Paternal,135.0,0,5,230000.0
2445,PH,Paternal,150.0,0,5,130000.0
2446,house,Paternal,130.0,0,5,210000.0
2447,house,Villa Urquiza,240.0,0,5,650000.0
2448,house,Palermo,32.0,0,1,150000.0
2449,house,Villa del Parque,120.0,0,4,173000.0
2450,house,Versalles,80.0,0,3,115000.0
2451,apartment,Palermo,40.0,1,1,100000.0
2452,PH,Flores,41.0,0,2,68000.0
2453,house,Mataderos,110.0,0,3,138000.0
2454,house,Mataderos,232.0,0,4,178000.0
2455,PH,Mataderos,40.0,0,1,83000.0
2456,house,Mataderos,203.0,0,3,187000.0
2457,house,Villa Lugano,340.0,0,5,360000.0
2458,house,Flores,280.0,0,5,330000.0
2459,house,Villa Lugano,300.0,0,4,385000.0
2460,house,Floresta,75.0,0,3,185000.0
2461,house,Boedo,30.0,0,1,455300.0
2462,house,Boedo,30.0,0,1,435600.0
2463,house,Boedo,30.0,0,1,422800.0
2464,apartment,Barrio Norte,64.0,3,3,199000.0
2465,PH,Villa Devoto,340.0,0,5,350000.0
2466,house,Boedo,30.0,0,1,455900.0
2467,apartment,Balvanera,28.0,11,1,48000.0
2468,apartment,Boedo,25.0,4,1,235800.0
2469,apartment,Boedo,30.0,4,1,117500.0
2470,house,San Cristobal,40.0,0,1,118900.0
2471,apartment,Boedo,25.0,4,1,236950.0
2472,apartment,Boedo,25.0,4,1,302600.0
2473,apartment,Boedo,25.0,4,1,334500.0
2474,apartment,Boedo,25.0,4,1,135600.0
2475,apartment,Boedo,25.0,4,1,236580.0
2476,apartment,Boedo,25.0,4,1,356820.0
2477,apartment,Boedo,25.0,4,1,865200.0
2478,apartment,Boedo,25.0,4,1,326850.0
2479,apartment,Boedo,25.0,4,1,335600.0
2480,apartment,Boedo,25.0,4,1,335690.0
2481,apartment,Boedo,30.0,4,1,602300.0
2482,apartment,Boca,30.0,4,1,635600.0
2483,apartment,Boedo,30.0,4,1,659800.0
2484,apartment,Boedo,30.0,4,1,665300.0
2485,apartment,Boedo,30.0,4,1,658900.0
2486,apartment,Belgrano,69.0,3,3,135000.0
2487,apartment,Boedo,30.0,4,1,600120.0
2488,apartment,Boedo,30.0,4,1,633560.0
2489,apartment,Boedo,30.0,4,1,623500.0
2490,apartment,Boedo,30.0,4,1,658900.0
2491,apartment,Boedo,30.0,4,1,624500.0
2492,apartment,Boedo,30.0,4,1,623500.0
2493,apartment,Palermo,76.0,1,4,200000.0
2494,apartment,Boedo,30.0,4,1,612450.0
2495,apartment,Boedo,30.0,4,1,659720.0
2496,apartment,Flores,53.0,1,2,92000.0
2497,house,Villa Lugano,100.0,0,4,95000.0
2498,apartment,San Cristobal,32.0,6,1,636200.0
2499,apartment,Boedo,30.0,4,1,635980.0
2500,apartment,San Cristobal,35.0,6,1,748000.0
2501,apartment,San Cristobal,35.0,6,1,689700.0
2502,apartment,San Cristobal,35.0,6,1,578200.0
2503,apartment,San Cristobal,35.0,6,1,597000.0
2504,apartment,San Cristobal,35.0,6,1,639800.0
2505,apartment,San Cristobal,35.0,6,1,568900.0
2506,apartment,San Cristobal,35.0,6,1,635600.0
2507,apartment,Congreso,100.0,4,3,150000.0
2508,apartment,Boedo,30.0,4,1,758960.0
2509,PH,Mataderos,150.0,0,5,180000.0
2510,apartment,Boedo,30.0,4,1,714520.0
2511,apartment,Boedo,30.0,4,1,723658.0
2512,apartment,Boedo,30.0,4,1,712563.0
2513,apartment,Boedo,30.0,4,1,714820.0
2514,apartment,Boedo,30.0,4,1,725680.0
2515,apartment,San Cristobal,33.0,6,1,847510.0
2516,house,Nuñez,53.0,0,2,234000.0
2517,apartment,Boedo,30.0,4,1,725480.0
2518,apartment,Belgrano,34.0,1,2,75000.0
2519,apartment,San Cristobal,33.0,6,1,845720.0
2520,apartment,Boedo,30.0,4,1,712540.0
2521,apartment,San Cristobal,33.0,6,1,824570.0
2522,apartment,San Cristobal,33.0,6,1,854690.0
2523,apartment,Boedo,30.0,4,1,725480.0
2524,apartment,San Cristobal,33.0,6,1,842501.0
2525,apartment,Boedo,30.0,4,1,748501.0
2526,apartment,San Cristobal,33.0,6,1,842157.0
2527,apartment,Boedo,30.0,4,1,758402.0
2528,apartment,San Cristobal,33.0,6,1,856914.0
2529,apartment,Boedo,30.0,4,1,725840.0
2530,apartment,San Cristobal,33.0,6,1,824570.0
2531,apartment,Boedo,30.0,4,1,714580.0
2532,apartment,San Cristobal,33.0,6,1,847510.0
2533,house,Boedo,30.0,0,1,37000.0
2534,apartment,Boedo,30.0,4,1,725480.0
2535,apartment,San Cristobal,33.0,6,1,824570.0
2536,apartment,Boedo,30.0,4,1,725401.0
2537,apartment,San Cristobal,33.0,6,1,823670.0
2538,apartment,Boedo,30.0,4,1,758455.0
2539,apartment,San Cristobal,33.0,6,1,854724.0
2540,apartment,Boedo,30.0,4,1,748823.0
2541,apartment,San Cristobal,33.0,6,1,824547.0
2542,apartment,Boedo,30.0,4,1,745801.0
2543,apartment,San Cristobal,33.0,6,1,812470.0
2544,apartment,Boedo,30.0,4,1,736501.0
2545,apartment,San Cristobal,33.0,6,1,824570.0
2546,apartment,Boedo,30.0,4,1,736501.0
2547,PH,Saavedra,99.0,0,4,186000.0
2548,apartment,Boedo,30.0,4,1,758400.0
2549,apartment,San Cristobal,33.0,6,1,825770.0
2550,PH,Floresta,63.0,0,3,110000.0
2551,apartment,Boedo,30.0,4,1,725701.0
2552,apartment,San Cristobal,33.0,6,1,824701.0
2553,apartment,Boedo,30.0,4,1,748140.0
2554,apartment,San Cristobal,33.0,6,1,857721.0
2555,apartment,Congreso,109.0,2,5,187000.0
2556,apartment,Boedo,30.0,4,1,756981.0
2557,apartment,San Cristobal,33.0,6,1,854571.0
2558,apartment,Boedo,30.0,4,1,725480.0
2559,apartment,San Cristobal,33.0,6,1,825401.0
2560,apartment,Boedo,30.0,4,1,426879.0
2561,apartment,San Cristobal,33.0,6,1,854240.0
2562,house,Villa Luro,106.0,0,3,260000.0
2563,apartment,Boedo,30.0,4,1,725400.0
2564,apartment,San Cristobal,33.0,6,1,862500.0
2565,house,Floresta,164.0,0,4,250000.0
2566,apartment,Boedo,30.0,4,1,754814.0
2567,apartment,San Cristobal,33.0,6,1,854514.0
2568,apartment,Boedo,30.0,4,1,758415.0
2569,apartment,San Cristobal,33.0,6,1,854540.0
2570,apartment,Boedo,30.0,4,1,758145.0
2571,apartment,San Cristobal,33.0,6,1,856577.0
2572,apartment,Boedo,30.0,4,1,725648.0
2573,apartment,San Cristobal,33.0,6,1,854254.0
2574,house,Boedo,30.0,0,1,40000.0
2575,apartment,Boedo,30.0,4,1,725487.0
2576,apartment,San Cristobal,33.0,6,1,865974.0
2577,apartment,Almagro,45.0,1,3,105000.0
2578,apartment,Caballito,30.0,7,1,69000.0
2579,apartment,Monserrat,33.0,13,1,89000.0
2580,apartment,Monserrat,30.0,13,1,79000.0
2581,apartment,Caballito,33.0,7,1,74000.0
2582,apartment,Palermo,49.0,13,1,132000.0
2583,apartment,Villa Pueyrredón,38.0,1,2,86000.0
2584,apartment,Boedo,30.0,4,1,725480.0
2585,apartment,San Cristobal,33.0,6,1,825401.0
2586,apartment,Boedo,30.0,4,1,725480.0
2587,apartment,Boedo,30.0,4,1,725480.0
2588,apartment,Boedo,30.0,4,1,725487.0
2589,house,Caballito,280.0,0,4,390000.0
2590,apartment,San Cristobal,33.0,6,1,854571.0
2591,apartment,Boedo,30.0,4,1,725480.0
2592,apartment,Palermo,36.0,4,2,75000.0
2593,house,Boedo,38.0,0,1,789800.0
2594,apartment,San Cristobal,35.0,6,1,680000.0
2595,house,Floresta,140.0,0,4,250000.0
2596,apartment,Belgrano,25.0,3,1,67000.0
2597,house,Boedo,31.0,0,1,55000.0
2598,house,Boedo,38.0,0,1,789800.0
2599,apartment,San Cristobal,35.0,6,1,680000.0
2600,house,Boedo,31.0,0,1,55000.0
2601,apartment,San Cristobal,35.0,6,1,680000.0
2602,house,Boedo,31.0,0,1,55000.0
2603,house,San Cristobal,235.0,0,5,270000.0
2604,PH,Villa Luro,32.0,0,1,78000.0
2605,house,Versalles,450.0,0,5,450000.0
2606,house,Boedo,33.0,0,1,590900.0
2607,house,Boedo,33.0,0,1,590800.0
2608,apartment,Balvanera,27.0,2,2,67000.0
2609,house,Almagro,31.0,0,1,715000.0
2610,apartment,Flores,55.0,1,3,65000.0
2611,house,Floresta,70.0,0,4,185000.0
2612,apartment,Boedo,44.0,2,1,120000.0
2613,PH,Almagro,55.0,0,3,85000.0
2614,house,Caballito,280.0,0,4,390000.0
2615,PH,Villa Luro,80.0,0,3,158000.0
2616,apartment,Palermo,100.0,3,3,350000.0
2617,apartment,San Telmo,33.0,13,1,89000.0
2618,house,Boedo,260.0,0,5,320000.0
2619,apartment,Monserrat,80.0,9,4,140000.0
2620,apartment,Belgrano,33.0,1,2,79900.0
2621,apartment,Balvanera,44.0,14,3,122000.0
2622,PH,Abasto,38.0,0,2,67500.0
2623,apartment,Almagro,34.0,3,2,69000.0
2624,house,Villa Pueyrredón,90.0,0,3,350000.0
2625,house,Villa Devoto,144.0,0,5,283000.0
2626,apartment,Caballito,52.0,1,2,135000.0
2627,PH,Boedo,100.0,0,4,155000.0
2628,apartment,Floresta,59.0,3,3,118500.0
2629,store,Boedo,110.0,0,2,160000.0
2630,house,Villa Luro,200.0,0,5,360000.0
2631,apartment,Belgrano,40.0,1,2,85000.0
2632,apartment,Villa Luro,65.0,14,3,125000.0
2633,apartment,Palermo,75.0,1,3,258000.0
2634,apartment,Congreso,40.0,4,1,70000.0
2635,house,Boedo,136.0,0,5,249000.0
2636,apartment,Villa Urquiza,39.0,1,2,109000.0
2637,house,Monte Castro,145.0,0,4,250000.0
2638,PH,Floresta,105.0,0,4,165000.0
2639,PH,Mataderos,85.0,0,3,140000.0
2640,PH,Flores,130.0,0,5,190000.0
2641,apartment,Almagro,28.0,1,1,45000.0
2642,apartment,Almagro,60.0,6,3,95000.0
2643,apartment,Capital Federal,35.0,1,1,135000.0
2644,apartment,Floresta,50.0,8,1,70000.0
2645,apartment,Congreso,20.0,2,1,52000.0
2646,apartment,Barrio Norte,80.0,3,3,180000.0
2647,PH,Barracas,105.0,0,3,170000.0
2648,apartment,Boca,60.0,1,3,90000.0
2649,apartment,Barracas,89.0,1,4,130000.0
2650,PH,Villa Urquiza,78.0,0,4,279000.0
2651,PH,Villa Urquiza,80.0,0,4,319000.0
2652,PH,Villa Urquiza,59.0,0,3,230000.0
2653,PH,Abasto,22.0,1,1,55000.0
2654,PH,Almagro,22.0,1,1,55000.0
2655,apartment,Abasto,30.0,1,1,55000.0
2656,apartment,Abasto,30.0,1,1,55000.0
2657,PH,Villa Urquiza,78.0,0,4,346000.0
2658,PH,Villa Urquiza,60.0,0,3,262000.0
2659,PH,Villa Urquiza,68.0,0,3,192000.0
2660,apartment,San Telmo,47.0,1,1,86000.0
2661,apartment,Palermo,57.0,31,2,295000.0
2662,apartment,Recoleta,164.0,6,4,440000.0
2663,apartment,Barracas,97.0,4,1,285000.0
2664,PH,Liniers,67.0,2,3,150000.0
2665,apartment,Flores,60.0,1,2,102000.0
2666,apartment,Saavedra,55.0,3,2,134400.0
2667,apartment,Centro / Microcentro,39.0,4,2,78000.0
2668,apartment,Saavedra,55.0,2,2,132700.0
2669,apartment,Palermo,66.0,2,2,205000.0
2670,apartment,Monserrat,42.0,7,1,82000.0
2671,house,Villa Pueyrredón,267.0,0,5,360000.0
2672,apartment,Villa Devoto,43.0,2,2,104000.0
2673,apartment,Retiro,40.0,12,2,119000.0
2674,apartment,Balvanera,36.0,1,2,69800.0
2675,house,Boedo,270.0,0,6,330000.0
2676,apartment,Barracas,58.0,11,2,112522.0
2677,apartment,Almagro,37.0,4,1,81000.0
2678,apartment,Villa Urquiza,43.0,6,1,108500.0
2679,apartment,Almagro,38.0,4,1,85000.0
2680,apartment,Almagro,44.0,4,1,99000.0
2681,apartment,Barracas,58.0,3,3,96037.0
2682,apartment,Saavedra,34.0,2,1,95000.0
2683,apartment,Villa Urquiza,43.0,2,1,104950.0
2684,apartment,Villa Urquiza,84.0,6,3,213435.0
2685,apartment,Barracas,58.0,12,3,114773.0
2686,apartment,Barracas,71.0,4,3,125112.0
2687,apartment,Parque Chas,81.0,4,3,195258.0
2688,apartment,Villa Urquiza,43.0,3,1,106375.0
2689,apartment,Caballito,41.0,2,2,89000.0
2690,apartment,Palermo,68.0,2,3,187000.0
